CODIGO|NOMBRE_UNIVERSIDAD|TIPO_GESTION|DEPARTAMENTO_FILIAL|NOMBRE_FILIAL|CODIGO_CLASE_PROGRAMA|NOMBRE_CLASE_PROGRAMA|NOMBRE_PROGRAMA|ANIO_PERIODO|Cant_Carnes
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|23|IDIOMAS|DOC. EN LINGÜISTICA|2018|15
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|23|IDIOMAS|DOC.EN LITERATURA PERUANA Y LATI|2018|11
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|23|IDIOMAS|LENGUA Y LITERATURA|2018|10
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|23|IDIOMAS|LINGÜISTICA|2018|208
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|23|IDIOMAS|LITERATURA|2018|240
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|23|IDIOMAS|MAE. EN ESCRITURA CREATIVA|2018|32
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|23|IDIOMAS|MAESTRIA EN LINGÜISTICA|2018|22
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|23|IDIOMAS|MAESTRIA EN LITERATURA PERUANA Y LATINOAMERICANA|2018|29
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|CIENCIA POLITICA|2018|525
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|DOC. EN CIENCIAS SOCIALES|2018|19
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|DOC. EN ECONOMIA|2018|11
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|DOC. EN PSICOLOGIA|2018|19
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|DOC. GESTION ECONOMICA GLOBAL|2018|12
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|ECONOMIA|2018|767
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|ECONOMIA INTERNACIONAL|2018|432
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|ECONOMIA PUBLICA|2018|449
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|MAE. CIENCIAS GESTION ECONOM. EMP.|2018|12
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|MAE. EN ECONOMIA|2018|108
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|MAE. EN GENERO Y DESARROLLO|2018|13
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|MAE. EN POLITICA SOCIAL|2018|47
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|MAE. EN PSICOLOGIA|2018|120
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|MAE. EN SOCIOLOGIA|2018|13
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|MAE. GESTION DEL PATRIMONIO CULT|2018|18
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|MAE.EN POLITICA Y GESTION TRIBUT|2018|153
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|MAE.EN POLITICAS Y PLANIF.EN SAL|2018|8
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|MAESTRIA EN PSICOLOGIA MENCION EN GESTIÓN DEL RIESGO PSICOSOCIAL PARA LA SEGURIDAD CIUDADANA|2018|14
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|MAESTRIA EN PSICOLOGIA, MENCION EN INTERVENCION PSICOEDUCATIVA EN TRANSTORNOS DEL NEURODESARROLLO|2018|51
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|MAESTRIA EN SOCIOLOGIA CON MENCION EN SOCIOLOGIA DE LAS ORGANIZACIONES|2018|1
001|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|PUBLICO|LIMA|UNMSM-SEDE PRINCIPAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|PSICOLOGIA|2018|707
